,Lost Data,Number of Iterations,Reward
1474,238.6615422,1475,-120.9331381
1475,288.7051733,1476,-137.0272133
1476,269.2265983,1477,-131.6130405
1477,283.9259639,1478,-136.1389556
1478,312.6708638,1479,-146.3379893
1479,350.5000976,1480,-158.7427428
1480,213.8945827,1481,-113.4716935
1481,297.5699366,1482,-141.6277794
1482,305.7618838,1483,-142.2317911
1483,306.6506101,1484,-143.3884041
1484,275.4110786,1485,-133.9406637
1485,282.615471,1486,-135.3992875
1486,239.7584675,1487,-121.5351586
1487,232.793509,1488,-119.3567887
1488,294.047633,1489,-139.151264
1489,235.1180576,1490,-121.2302391
1490,282.9651049,1491,-136.1648121
1491,329.4981942,1492,-150.9925427
1492,304.1004392,1493,-142.4322694
1493,269.7945339,1494,-131.9995608
1494,302.3446071,1495,-141.8138799
1495,278.7426061,1496,-133.3455051
1496,267.5172767,1497,-130.8065691
1497,284.852367,1498,-137.4075159
1498,264.4637872,1499,-128.7171889
1499,316.1900439,1500,-145.4779697
